gs,ACH-000439,ACH-000789,ACH-000531,ACH-000399,ACH-000175
AQP10,0.203952737,-0.001131355,0.011866135,0.050100188,-0.001131355
GPATCH4,4.558332552,6.815304578,3.974078311,4.375216567,4.05830315
IGF1,-0.009419627,0.100618748,0.227231795,-0.009419627,3.155790668
VAV1,5.464889933,0.000115498,-0.091458746,0.556354444,-0.11876815
KLF3,2.462602121,3.850303206,2.498556139,4.893909987,4.167801748
METAP2,5.462470571,6.917372132,5.921901229,6.75672966,6.271234527
MPI,5.753169955,4.893284137,5.062489768,4.340118988,4.452390668
GATA5,-0.017004188,-0.017004188,-0.003573206,0.761309978,-0.017004188
TRPA1,-0.035242981,0.476663508,2.276141427,-0.022043391,0.313194279
SCAND1,5.53601857,5.876170582,4.725494538,7.626504777,4.947043908
RRN3,4.601542752,4.729589613,4.104965707,5.770202115,4.031712989
OR5T2,-0.000198769,-0.000198769,-0.000198769,-0.000198769,-0.000198769
FAM170B,-0.00023209,0.024627699,-0.00023209,-0.00023209,-0.00023209
TRMT11,3.739120022,3.809191928,3.405576287,4.782487586,3.767117831
VCAN,0.040876674,0.222719721,7.371076071,0.147580466,7.853594908
PSMD9,4.075375458,5.375384807,6.213681572,5.757950195,6.207181494
GGACT,2.07376918,2.415773118,1.883374088,1.331504845,1.814975505
CIPC,2.783291427,4.482649365,2.092655153,4.442634327,2.562145792
HSPA9,7.584337926,8.243569776,6.795708565,8.118409042,7.293981679
TCF15,0.841532222,-0.00210902,-0.00210902,-0.00210902,-0.00210902
VAMP5,2.153916414,0.321835396,7.597542651,-0.057690191,6.847861997
ADCK5,2.626403976,2.126846105,1.903604043,3.610581849,2.19193819
CRLF1,1.444342482,1.569979623,2.802593681,3.882581275,10.9377067
CKMT1A,0.064985808,6.516298843,0.077493069,4.92846,0.219501643
H2AB3,0.060979704,0.335333341,-0.02024439,0.999151163,0.087054468
KIR2DL1,-0.001048655,-0.001048655,0.058368634,-0.001048655,-0.001048655
EMP2,0.000848684,0.055782199,4.169971946,6.536279457,4.753541212
VSTM2L,-0.021554635,2.955237726,1.026540597,4.081752071,1.506161943
ADGRL3,0.972572631,3.159280204,-0.023529666,1.065302153,0.061438949
NTHL1,5.180060461,6.904053426,3.259616336,5.019261406,3.382252449
SRRM5,0.131006102,0.906291304,0.022680156,1.638234141,0.161776238
ATP12A,0.083295235,-0.006228824,-0.006228824,0.009058815,-0.006228824
CRISPLD2,-0.029282079,1.474566573,4.218991434,3.018820008,1.42469801
NPBWR2,0.222071579,0.020274604,0.009170536,0.020274604,-0.002044021
TTYH3,4.18588265,4.712847342,5.624604837,4.971158702,4.989631915
AGRN,2.217203266,1.504701099,5.459249447,4.806991819,3.363787662
CCT2,7.597928321,8.18686802,6.825568594,8.704936297,7.084868906
BCAS2,3.908960719,6.248310906,5.270388691,6.669604595,5.622053441
PLA2G4E,-0.008833825,0.339158866,-0.008833825,0.006148723,-0.008833825
USP13,3.360643375,4.435467164,3.06609904,4.75480933,3.884243406
PEF1,4.319043807,6.10768443,5.649565213,5.837784143,5.862547586
UBE3B,3.496390346,4.301114451,3.806055181,5.233652262,4.128054009
KIR3DL3,-0.001153613,-0.001153613,0.023972872,-0.001153613,0.023972872
SLC16A8,-0.1075231,0.559025449,0.536501178,1.26450869,0.130677757
LAMA3,-0.03587012,0.18571184,0.396965427,0.712215404,4.532293478
RPS3,14.4318878,11.06663087,10.90154022,10.02162966,10.57088461
RAB4B,3.815036044,3.739118665,4.23032072,5.06689305,4.599631792
GNGT2,0.801939922,0.053876204,0.865146892,0.040137713,1.011866901
CD300LB,0.174196229,-0.004958058,-0.004958058,0.030721675,0.018945227
LAPTM4B,1.754593716,6.869441464,5.094108335,7.08510911,5.530355309
ACO2,5.898200486,6.499550279,5.009517962,7.236112129,5.4863978
SLC25A37,5.545648432,3.42424942,3.205018189,2.83018382,4.958330016
LDB3,-0.013043916,1.699576881,0.350561241,4.695376946,0.350561241
OR6Y1,-3.27E-05,-3.27E-05,-3.27E-05,-3.27E-05,-3.27E-05
B3GNT3,0.818540691,-0.088800412,-0.022475547,0.028409794,-0.116236441
PNMA8A,0.074582628,0.089263507,2.961478135,4.906014607,2.025321452
TSSK1B,-0.002676827,-0.002676827,0.019916557,-0.002676827,0.042071206
NEK6,4.38123436,4.578894001,5.600430666,4.484299535,5.214188612
OR2H1,-0.000553544,-0.000553544,-0.000553544,-0.000553544,-0.000553544
GPR143,-0.055504611,0.42332839,0.010349381,2.640111014,-0.055504611
PCDHB2,-0.009686039,3.802551259,1.392422656,0.264551775,1.844261667
BECN2,-0.008562138,-0.008562138,-0.008562138,-0.008562138,-0.008562138
MAP1A,0.117230475,5.292509773,5.08970239,2.381228891,4.91782086
TMEM53,1.749883007,2.372263525,2.374744775,3.648834276,2.686859312
TP53TG5,0.027384786,0.524017211,0.416395807,0.886282901,0.431332809
DECR1,4.364199136,5.833461429,6.501351518,6.423255549,7.18108548
CROCC2,-0.007025876,0.004340726,-0.007025876,0.08088934,0.048708789
AP2B1,5.629135077,5.910918209,6.235941308,5.091752669,6.354496685
UBA1,6.287765595,6.812665279,6.713878756,7.145469828,7.05381139
YBEY,2.055265273,3.691155602,3.677527237,5.633248489,4.224725025
THBS4,0.013410131,0.36003262,0.676767987,1.330567376,10.6975172
PICK1,2.639800339,5.23947126,2.929952506,4.656570094,3.411577677
CXCL11,0.131414011,0.175133824,0.024438981,0.071174378,0.024438981
RADX,0.047328858,5.025529073,0.398094012,0.07369095,0.162193934
GNB1,7.133935537,8.129798872,7.942862984,8.061844821,7.829343477
TLE1,0.001022798,5.296219372,3.871184224,4.737266063,4.296562943
PITPNB,5.299187491,5.909621822,4.843555929,4.696082179,5.514352334
NCKIPSD,3.978927554,2.769595579,3.924349343,3.921858779,3.082399552
SIRT5,3.020336867,3.635719387,2.450881578,4.168522451,2.599260087
UBAC2,5.208695469,5.684034864,5.275535043,4.793354961,5.754126669
WDPCP,2.531194134,1.910398939,1.906801476,2.291253629,2.254758305
CD209,-0.003437473,-0.003437473,-0.003437473,-0.003437473,-0.003437473
ZNF619,2.323570492,1.208715753,1.115646491,2.084320152,1.101878034
SGMS1,2.356926836,2.709371102,3.828619437,3.229981975,4.324054041
SEZ6L2,0.049677865,6.626151917,4.39056423,6.791354727,1.108238233
TOE1,4.2945782,4.172365912,2.497765509,4.114505614,3.420785669
ZNF280D,2.812829762,3.972817153,2.776752434,3.517737331,3.78446835
ASB6,1.954903309,3.969122703,3.543056612,3.558724194,4.491790538
PTS,3.41461307,5.429540206,5.567519218,5.968642474,5.782713705
OR8B3,-0.000411515,-0.000411515,-0.000411515,-0.000411515,-0.000411515
ARHGDIB,9.863332817,0.717586199,4.896963183,0.168681932,1.116095698
NXNL2,-0.042670089,-0.042670089,0.918062163,-0.042670089,0.918062163
TSNARE1,4.889871636,2.678068346,1.76490576,3.839871054,1.741787608
SCAF4,4.249378614,4.727820018,2.830002065,4.697128179,3.876038808
BCL2L1,4.281348771,6.300252335,6.233349816,6.284261383,6.344245419
CTSS,5.067415638,0.614695099,1.902359374,3.955592725,2.329168849
KDM6B,2.267995184,4.288074037,1.995606637,2.997631383,1.794384784
FBXO27,-0.045181324,0.387098077,1.581701878,1.787962809,1.970416503
UNC13A,0.004642695,3.638609852,3.357449799,4.503430566,0.103470166
KATNB1,5.055639629,4.62413425,3.282192161,3.23602586,3.403472317
TMSB15A,0.637488348,5.20711515,2.255760248,6.853051658,0.895341379
UCN,0.416286301,0.173545079,0.378758463,0.820598667,0.116931922
SLC38A8,-0.008422616,0.463012673,-0.008422616,2.221647362,0.619204499
KRTAP19-8,-0.000720441,-0.000720441,-0.000720441,-0.000720441,-0.000720441
ARR3,-0.007139049,0.126822233,0.112484899,0.302281706,-0.038511651
NFKBIZ,2.456656424,2.911095972,3.901548817,2.721481295,5.249025291
OR2L8,0.033179962,-0.00081287,-0.00081287,-0.00081287,0.044291228
MAPK12,5.393112741,5.06674175,3.897112789,4.503296685,4.132374572
CIB3,1.443283396,0.186179633,-0.012059448,-0.012059448,-0.012059448
SERP2,0.476835568,2.740132798,2.941223469,0.115755948,3.659236021
ATP9B,3.577529384,4.004098622,2.736588274,3.841323009,2.899051499
LYSMD2,3.821340703,4.058043097,2.80376152,5.287835554,2.692147367
MYH1,-0.000109336,-0.000109336,-0.000109336,-0.000109336,0.08834451
KRT7,0.703107038,7.280869199,4.788343128,3.740238243,8.180506773
ZNF428,5.087160171,4.39239225,4.861356418,6.345071609,5.078122202
MYRIP,0.006492486,0.428586457,0.035017373,4.147389371,0.090442082
KCNK9,0.198446692,2.203856412,0.012387809,3.251899327,0.012387809
MCTP1,1.794201796,1.094099692,0.364270108,1.832895254,0.374322183
OSBPL2,3.694963625,4.755457913,3.693927544,4.609379085,4.344936558
ITK,0.007689555,0.050100429,0.091293597,0.021966258,0.050100429
PLSCR4,-0.006059855,0.629877642,4.468385068,0.553140764,4.998339986
RFPL2,0.011607442,0.638833487,-0.016774854,0.14565452,-0.016774854
PHKG1,0.3576357,1.186301323,0.3576357,2.52513288,1.025672797
ARHGEF9,2.670263098,3.74569202,3.215530455,4.008452867,3.000894256
MMP12,0.000323568,0.000323568,0.892629752,0.000323568,0.195199324
CAPN7,2.172165053,4.263893515,3.602998055,3.759972933,4.004825892
DDX60,1.838761461,0.234783888,1.507125532,2.910550117,2.069834883
SOX4,5.197131282,5.315787578,2.942690007,7.305971626,3.381858717
EBPL,6.512989807,5.153818091,4.67745969,4.240286076,4.496758192
VRK2,3.441678269,4.166016279,3.970572742,3.622691171,4.660965712
FGF17,0.375352953,0.950654842,0.044195524,2.54444683,0.021521635
SNRPF,6.118277302,7.311547695,4.755163167,6.433544405,4.92008437
FOSL2,3.488803404,4.066076298,4.808324865,3.722580339,5.011860408
PTCH2,0.455140191,0.786805569,0.080353348,0.481253835,0.588686616
NPHP1,0.178255646,3.427755163,2.13687175,2.59681599,2.790449455
CAPN2,5.119397143,5.713486004,8.129470589,6.694742175,8.278435208
PEX7,3.101041043,2.817485462,2.781847968,3.750389511,2.894154335
TRIM64,0.00069938,0.044492698,0.00069938,0.00069938,0.00069938
USP17L2,-0.014024838,-0.014024838,-0.000558144,0.320073517,0.039056146
RNF24,5.332889576,2.411862935,3.690422003,3.383005738,3.724914295
CLN6,6.210541083,4.971095429,3.042310478,4.813095591,3.894581557
C10orf143,0.454362163,0.122635398,1.473181044,1.209921098,2.579324333
VN1R4,-0.000140481,-0.000140481,-0.000140481,-0.000140481,-0.000140481
KRTAP13-4,-0.000198967,-0.000198967,-0.000198967,-0.000198967,-0.000198967
ZNF627,3.091156938,3.188274371,2.407684815,4.747279319,2.531145611
TPST2,3.722115357,4.623193736,5.803375576,3.620980881,3.640506677
STAC,0.029612531,0.131605158,1.880477422,2.342350776,3.491097582
PDIK1L,2.434161439,3.64695123,0.922025722,4.495648504,1.799774659
GTF3C1,4.421298839,6.426135251,4.537609919,6.261218937,5.080689831
CSF2,0.031439237,-0.012122211,1.182963258,-0.012122211,0.031439237
CYP4F8,0.023874253,-0.012758062,-0.012758062,1.051383932,-0.012758062
DEPDC1,1.54134633,5.111095601,1.954117419,5.609921229,3.881944499
HNRNPUL1,7.080374103,7.27138146,5.923200671,7.830781609,6.405341732
ZFP36,2.325279727,4.746757361,5.154042651,1.565562433,6.944878917
RUNDC3B,-0.000941777,1.066691435,0.204943844,0.075693126,0.030157924
CAV3,0.044578642,0.167144752,0.008041573,0.062584521,-0.02921905
CAPRIN1,6.255002982,7.120307639,6.518781562,7.272925498,7.413196666
C2orf92,0.73526986,2.227542338,1.137552457,2.619059572,1.276838411
TRPM4,-0.038488286,2.523768167,4.241495269,4.149655136,4.556522325
GAB3,3.211831826,0.254296663,0.678801706,1.411815967,0.625417119
HDAC11,1.225586163,2.165469886,3.19336005,2.41984675,3.103235815
SCFD1,3.359152599,5.601954987,5.462653157,5.635836256,5.940083632
TRIM64B,-0.000195378,-0.000195378,-0.000195378,-0.000195378,-0.000195378
ATF6,4.127721851,4.965142971,5.244422466,4.648073807,5.18190356
ANKH,2.355984832,6.143667794,5.926359521,5.155981327,7.120124835
PPT2,4.180845541,4.438453127,3.443380916,4.727679006,5.044515221
ZNF48,2.713327223,5.480835344,1.787735663,3.614470514,1.955325876
MUC20,-0.190638081,3.024013462,0.355684154,2.940673158,1.515338884
CIDEA,0.004211682,0.004211682,0.160491363,0.004211682,0.004211682
SEMA3G,0.609202441,0.139492144,0.051539191,0.012052264,0.012052264
PLIN3,5.377156772,4.215890026,7.023100188,3.037592164,7.130951729
AGFG2,1.585892364,4.08640347,2.175546075,2.862985505,3.795221315
DESI2,3.069515504,4.112536806,4.449482019,4.024341005,5.251064633
LRRC7,0.598716585,0.445886154,0.027354489,3.352738857,0.08037632
ATXN3,2.808892259,3.87660986,4.002425911,3.626960096,3.977410191
F12,1.11263106,3.647800212,-0.048012524,3.433383188,-0.244707634
HMOX1,0.361279601,1.599736641,4.55072321,3.074910671,7.180910871
SLC22A2,-0.001150961,-0.001150961,0.0122056,-0.001150961,0.0122056
UBAP2,4.652006613,4.585869192,3.301615934,4.754603165,3.332078243
SMOC1,0.009615256,5.267243245,0.174763333,7.342920918,3.079410141
HM13,7.068505221,6.908938865,7.033326722,6.764081983,7.833944501
PRKCB,4.29801377,0.004896502,0.045873085,0.004896502,-0.009030636
ZNF496,4.890356204,4.168697151,2.68814956,3.548793106,2.830894463
NOXRED1,0.142904525,0.478679481,0.044415381,0.886772466,0.178096094
BEAN1,-0.000765697,0.153095585,0.026095841,0.664576157,0.376698225
NRAP,-0.004045298,0.014882898,-0.004045298,-0.004045298,-0.004045298
C1orf68,-0.000977216,-0.000977216,0.200883742,-0.000977216,-0.000977216
TEAD3,0.207174037,1.47436759,5.04205042,2.035646992,3.638548542
C1QTNF5,0.195809127,0.052905369,4.657183096,0.052905369,4.272404698
ZSCAN12,2.274102063,0.914009433,1.513689741,2.038850578,1.857545772
SYCE3,0.022124576,0.134441994,0.120866025,0.912020212,0.263677368
PADI6,0.014254049,0.027909685,0.000462534,0.000462534,0.000462534
PGC,-0.005160621,0.204467999,0.648911324,0.345459697,-0.032090099
ZNF430,2.544673628,3.18998779,1.586093737,3.266837265,2.293055269
DGKQ,2.842125423,2.825132792,2.489520976,2.180885439,2.913425959
APELA,0.005270631,0.005270631,0.005270631,0.005270631,0.005270631
PCP4L1,0.016622662,0.354184693,-0.027707256,0.48758099,0.016622662
MTSS2,4.845220322,4.815542073,5.711723018,5.219637914,5.596446411
RPS17,12.61504215,10.72622411,11.24614719,8.793055701,10.78505395
IMPACT,2.964214216,3.492113796,4.510828716,3.688875742,4.606273026
PSMD13,6.497458331,7.032436431,6.405445446,7.15077849,6.803397072
ZNF345,1.469095597,0.776457001,1.050803735,2.922180238,1.350264628
SIGMAR1,5.684412159,6.820167055,5.972213863,6.090952216,6.177296725
TMEM254,3.408817782,3.79537819,3.785251372,4.273911938,4.145219293
KIAA0825,0.18470086,0.237967327,0.772008768,1.424296474,1.587574258
IL17A,-0.001142698,-0.001142698,-0.001142698,-0.001142698,-0.001142698
YME1L1,4.844364261,5.63106501,5.911556217,5.275584447,6.229697065
QPRT,5.583883113,7.568559485,4.146271374,0.13120019,0.821933332
DEF8,3.185616882,5.785815095,5.808113755,4.794797126,6.03627817
BRCA1,3.724435259,4.787687886,1.239768803,3.944980279,2.875780134
F9,1.73E-05,0.011749612,1.73E-05,1.73E-05,1.73E-05
SLC13A4,0.065937197,0.11188397,0.065937197,0.188807501,1.279708782
DPM2,4.223956246,7.146784931,5.415377445,6.477966172,5.496105004
THAP5,2.604644033,5.024793816,3.15517871,5.607522204,4.164829305
FUT5,0.047792628,-0.00219912,0.035477303,0.548162058,-0.00219912
OR5W2,-7.76E-05,-7.76E-05,-7.76E-05,-7.76E-05,-7.76E-05
SLC22A5,2.287334326,2.813870893,1.293752164,4.839622949,1.79596562
CEBPZOS,3.998639203,5.539471132,4.609769298,5.360864965,5.410085267
TUBA1B,10.18471339,11.36506467,10.24068561,11.65515329,10.41779114
LRRC27,2.333173591,6.116507567,2.758996252,2.254802354,3.280293372
SQLE,5.85726049,5.951255119,4.451348993,6.627194545,5.125022199
H3-3B,8.12349094,10.27376855,8.162670747,10.01428778,8.631330507
LMAN1L,0.01850339,0.030255624,-0.005350743,0.00663537,0.041894307
ADGRF1,-0.095942724,0.094527854,0.008881253,0.448680707,0.152622447
CORO1B,4.831803961,5.677689426,5.839172094,5.810834856,6.132771129
TMSB4X,12.26697939,6.448063564,12.81478736,10.08680448,12.30697036
TMEM247,-0.0015177,-0.0015177,-0.0015177,-0.0015177,-0.0015177
YBX1,9.869535878,10.71567454,9.27627933,8.975697527,8.992975026
NCK2,4.58931183,5.830569553,4.344306184,4.746788972,3.427379625
PTPN18,4.75805453,5.730874253,3.15732883,5.398805245,3.540756718
DGAT2,0.50291781,1.928585588,1.562402538,4.604852111,0.176077072
IFNAR1,3.269645123,4.367099854,4.368637343,5.318065147,5.033901357
C16orf96,0.220914564,0.278897396,0.003372132,0.366900777,0.044328439
ZEB1,2.205152404,2.608170748,5.048414449,4.122156532,5.799233939
SPIN4,4.350828978,3.662346682,1.405992698,4.653908933,2.56643857
C12orf29,3.124849319,4.968326459,3.786183811,4.147085833,3.691516302
BICDL1,0.015798253,5.320070032,-0.108457166,5.424047493,-0.044916976
PRIMPOL,2.201269287,2.86396759,2.84543839,3.636439111,3.64490429
EEF1AKMT2,3.497997701,3.378037082,3.742353205,4.585386327,4.213093507
PDRG1,3.802511092,5.441697678,3.561873712,5.691750808,3.537495177
ZNF416,2.085581055,2.181643855,1.817981193,2.317128641,1.922717128
POGLUT3,0.234805317,0.336664716,4.979872211,6.317684378,5.954124311
GCLC,4.152334605,6.149738096,4.575200259,5.977666472,3.507694088
ABHD8,1.787481981,3.04189461,2.489859309,4.571893857,2.655695667
GRIK5,4.226215448,0.443269486,0.278625345,0.321668063,0.04057674
TMOD1,0.008091157,3.158746082,1.054850668,2.699234979,0.008091157
PSTPIP1,1.54939257,0.442337723,0.150603634,0.060515398,2.372299906
CERK,4.621638595,7.072960507,3.980685199,3.908036781,4.984652272
TVP23A,0.276328452,0.10092619,-0.037611452,0.894776715,0.019284024
P2RX5,3.199889839,0.472924569,1.412292904,2.558521327,2.322436077
RBMS1,3.367135545,3.008788883,5.368180099,3.949046395,6.734339844
UBE2L5,-0.097045112,0.538512975,0.306853197,0.110512872,0.12109536
KRIT1,3.964884304,5.484184377,3.741171381,6.300774123,4.673086164
USP17L10,-2.13E-06,-2.13E-06,-2.13E-06,-2.13E-06,-2.13E-06
ARHGEF3,4.023210662,0.277980264,1.516593415,4.093677847,0.865999955
TCTA,3.836207281,5.255860487,4.737228407,4.381909133,5.40053588
CDHR5,0.010101245,1.789568364,-0.040277131,0.307627038,0.010101245
TRMT10A,2.217027977,2.741679055,1.558066313,2.998026322,2.087289763
TNS3,3.496670223,6.001021751,5.443801224,2.816003606,4.224962925
DDX59,3.221318744,3.253660557,3.385370426,4.262004712,4.034216336
SLC7A13,-0.000819661,-0.000819661,-0.000819661,-0.000819661,-0.000819661
LMOD2,-0.017602406,0.156114173,-0.017602406,0.002455422,-0.017602406
OR5D13,-0.000632401,-0.000632401,-0.000632401,-0.000632401,-0.000632401
KLK15,-0.007917391,0.733675282,-0.007917391,-0.007917391,-0.007917391
CADM3,0.02821799,0.072827162,0.072827162,0.36527633,0.058102043
DEFB115,-0.000997848,-0.000997848,-0.000997848,-0.000997848,-0.000997848
TXNL4A,6.568695299,6.248888712,6.273856513,6.848645475,6.65600928
SMKR1,0.108115865,2.777664097,0.304846458,2.630832064,0.132706565
CRIP2,0.237032247,3.99538635,5.312359134,7.517632897,6.997963741
TMX3,4.642373089,4.054207806,5.294515538,5.967610551,5.952839159
SEC11A,7.644996284,6.245396151,7.4239102,6.573393753,7.819175569
C4orf33,1.629420718,3.855640728,3.027309732,2.652768805,2.322517303
CFP,6.350782535,0.481684218,0.310800536,0.950882557,0.103574055
STK40,4.47914766,4.97311757,3.513187075,4.200478844,3.202314997
ADAMTS20,-0.016938594,1.551421462,-0.00355774,-0.016938594,-0.016938594
OR8B2,-0.000941133,-0.000941133,-0.000941133,-0.000941133,-0.000941133
PSMD2,6.397068294,8.78199794,7.879713098,8.867250233,7.563514408
CD55,4.067558196,4.197390805,6.307830529,4.881706475,7.369951383
SCAI,0.900923778,1.910886354,1.598329711,2.985568527,1.396901813
TMEM239,-0.000190091,-0.000190091,-0.000190091,-0.000190091,0.040663207
WDR93,0.001557426,0.057648885,0.001557426,0.332081599,0.01578788
FIS1,6.975208594,7.114892185,6.921979218,6.675353416,7.309736915
CEACAM21,1.25091716,0.004328209,0.004328209,0.004328209,0.004328209
U2AF1,7.290003984,6.979308827,5.115338278,6.626764436,6.441356224
DIO2,0.036407045,0.773545517,0.643954901,0.087971976,4.166780685
SLC22A18AS,0.198138072,1.860637789,0.315737681,2.071774379,0.069322275
NLN,4.029113309,4.704561365,3.892468876,3.41538933,4.615444627
MIER2,2.908364449,4.51486158,3.728501741,4.27058999,3.78036664
TCF20,3.937532251,4.62001794,2.472172663,4.755454125,2.899337669
CCNA1,4.044959906,0.128610977,0.002081554,2.23404643,0.104234122
LOXL4,0.088704754,0.770561997,5.458876123,0.22068196,4.629688999
FYB2,-0.022094629,0.272403015,-0.022094629,2.279038208,-0.022094629
ICAM4,4.64358974,0.01886974,2.051982369,-0.007410161,-0.007410161
TMEM161A,4.821785983,4.353884532,3.802715198,4.689708566,4.096059684
CKAP5,4.861443462,6.548621649,4.632729631,6.853528243,5.521539886
SIRPD,-0.001663616,-0.001663616,-0.001663616,-0.001663616,-0.001663616
PLCXD1,5.406731931,5.402219273,2.144523729,5.331954659,2.121897512
HIVEP1,1.880945864,2.883519111,3.206572186,2.885394715,4.362180519
